is_new,date_added,fit_score,title,company,contact,salary,city,commute_min,why_fit,enriched,board,link
False,2026-07-17,64,"Account Executive, Retail CPG",,,337157,Manhattan,55,"retail sales background; strong AI/automation interest, built AI tools",yes,adzuna,https://www.adzuna.com/land/ad/5760793881?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=F42C8DF145F42E3758E5D4025DAC38143D46ACFA
False,2026-07-17,50,"Citi Commerce, Senior Account Executive",,,171081,Manhattan,55,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5739338075?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=F4979819AAFDDE97D88160B7669CFDB72478F7B2
False,2026-07-17,50,Media Sales Account Executive,,,169380,Manhattan,55,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5787545336?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=E2FE08E234EE0331176F9A78DFC2B0B33BF512AC
False,2026-07-17,50,Outside Sales,,,150000,Brooklyn,85,5+ yrs sales/client-facing experience,yes,poelgroup,https://jobs.poelgroup.com/jb/Outside-Sales-Jobs-in-Brooklyn-New-York/14173702
False,2026-07-17,46,"Senior Sales Manager, Oracle Services (Enterprise Sales)",,,243041,Unknown,,tech affinity + AI/automation projects,yes,adzuna,https://www.adzuna.com/land/ad/5625369937?se=nqGJXISK8RG91ZfTIU8Pqw&utm_medium=api&utm_source=946f5d01&v=29E66D4D6164D65E9FA905FBAD2799A0A3970A08
False,2026-07-17,46,"District Sales Manager, System Integrators",,,201043,Manhattan,55,tech affinity + AI/automation projects,yes,adzuna,https://www.adzuna.com/land/ad/5664393246?se=nqGJXISK8RG91ZfTIU8Pqw&utm_medium=api&utm_source=946f5d01&v=BAF6048271E742A899E557391324E8AF6B0F853A
False,2026-07-17,31,Head of Marketing & Communications,,,230000,Remote,0,⚠ director-level (a stretch at 5 yrs experience). tech affinity + AI/automation projects,yes,remotive,https://remotive.com/remote-jobs/marketing/head-of-marketing-communications-2091068
False,2026-07-17,26,Senior Business Development Executive,,,180486,Trenton,45,tech affinity + AI/automation projects,yes,adzuna,https://www.adzuna.com/land/ad/5798450587?se=UiIbX4SK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=AC3C880B005F72B836F701265D5974E0FBEED3B3
False,2026-07-17,20,"Dir, Business Development",,,221628,New York,55,,yes,adzuna,https://www.adzuna.com/land/ad/5777177896?se=UiIbX4SK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=D1E4A90CECEBA8CD088CEB46F5FA005334ECF05B
False,2026-07-17,20,Platform Customer Sales Manager / Sr. Sales Manager,,,140000,Unknown,,⚠ logistics/freight industry experience expected. 5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/details/5759361965?utm_medium=api&utm_source=946f5d01
False,2026-07-16,80,"Sr Growth Account Executive, U4B Mid Market",,,215000,New York,55,B2B client experience (Star Communications); tech affinity + AI/automation projects; outbound prospecting (Mercedes-Benz),yes,themuse,https://www.themuse.com/jobs/uber/sr-growth-account-executive-u4b-mid-market
False,2026-07-16,67,Senior Account Executive,,,186086,Trenton,45,"tech affinity + AI/automation projects; strong AI/automation interest, built AI tools; goal-oriented sales environments",yes,adzuna,https://www.adzuna.com/land/ad/5778564400?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=0FB232DC4E498E36E631C986690C669B446549BA
False,2026-07-16,67,SALES REP - 2219,,Mendy@bhirednyc.com,150000,Brooklyn,85,B2B client experience (Star Communications); pipeline building experience; sales negotiation experience,yes,bhired,https://recruiterflow.com/Bhired/jobs/2219?widget=1
False,2026-07-16,66,"Account Executive, ComSec ACQ",,,148980,Manhattan,55,B2B client experience (Star Communications); retail sales background,yes,adzuna,https://www.adzuna.com/land/ad/5753875466?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=24714F5DDF68DE849BE3E700AE2E19CF18186B30
False,2026-07-16,62,Sales Manager,,,141235,Unknown,,automotive sales (Mercedes-Benz); dealership sales experience (Mercedes-Benz),yes,adzuna,https://www.adzuna.com/details/5773504192?utm_medium=api&utm_source=946f5d01
False,2026-07-16,61,Outside Salesperson – Remote #132210,,,150000,Remote,0,multi-channel lead nurturing; customer relationship management; outbound sales experience,yes,candibots,https://candibots.com/jobs/outside-salesperson-remote/
False,2026-07-16,61,Prime Named Account Executive,,,,Remote,0,"strong AI/automation interest, built AI tools; customer relationship management",yes,themuse,https://www.themuse.com/jobs/salesforce/prime-named-account-executive-2f60b8
False,2026-07-16,60,"Senior Mid-Market New Business Account Executive, Uber for Business US&C",,,215000,New York,55,⚠ logistics/freight industry experience expected. B2B client experience (Star Communications); tech affinity + AI/automation projects; outbound prospecting (Mercedes-Benz),yes,themuse,https://www.themuse.com/jobs/uber/senior-midmarket-new-business-account-executive-uber-for-business-usc
False,2026-07-16,58,Senior Account Manager,,,175000,New York,55,tech affinity + AI/automation projects,yes,adzuna,https://www.adzuna.com/land/ad/5797572271?se=YoUaZYSK8RGlOdNMjSml7g&utm_medium=api&utm_source=946f5d01&v=8B461127564F5D6B7D1BC32FBF0F24B645944672
False,2026-07-16,58,Outbound Salesperson – Remote #113344,,,150000,Remote,0,multi-channel lead nurturing; sales negotiation experience,yes,candibots,https://candibots.com/jobs/outbound-salesperson-remote/
False,2026-07-16,56,Enterprise Account Executive,,,172699,Somerset,30,tech affinity + AI/automation projects,yes,adzuna,https://www.adzuna.com/land/ad/5695187576?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=BE327FA020E9EF6220AC35B7424C468EB85D3176
False,2026-07-16,56,Global Sales Account Executive,,,141348,Trenton,45,tech affinity + AI/automation projects,yes,adzuna,https://www.adzuna.com/land/ad/5716520985?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=87CC3EB77324F6D330F89C3C0DEED2F4C6228016
False,2026-07-16,56,Strategic Account Executive,,,132812,Trenton,45,tech affinity + AI/automation projects,yes,adzuna,https://www.adzuna.com/land/ad/5628875452?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=CA0E514E408577F01238F10BBEE099C761A98CB9
False,2026-07-16,56,"Salesperson Brooklyn, NY No Salary Comission Based The Outside Sales Representative will focus on selling a software sol",,732-800-7633,,Brooklyn,85,tech affinity + AI/automation projects,yes,swift,https://swiftstaffinggroup.com/positions/?job=3588730
False,2026-07-16,55,Account Executive,,,130517,Manhattan,55,consumer-facing sales background,yes,adzuna,https://www.adzuna.com/land/ad/5700905913?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=490C701615A021EB3355AD824E01341C06C49610
False,2026-07-16,54,"Senior Account Executive, Local Ads",,,237085,Manhattan,55,outbound prospecting (Mercedes-Benz),yes,adzuna,https://www.adzuna.com/land/ad/5768842600?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=8C00D77756CE2C481A27A9899A3DFB1AF9DD14D1
False,2026-07-16,54,"Outbound Salesman – Eatontown, NJ #136386",,,150000,Unknown,,outbound sales experience,yes,candibots,https://candibots.com/jobs/outbound-salesman-eatontown-nj/
False,2026-07-16,52,"Sales Manager, SMB Restaurants Hero Accounts - New York",,,,New York,55,tech affinity + AI/automation projects; pipeline building experience; goal-oriented sales environments,yes,themuse,https://www.themuse.com/jobs/uber/sales-manager-smb-restaurants-hero-accounts-new-york
False,2026-07-16,50,Comprehensive Solutions Account Executive,,,205387,Queens,90,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5684669665?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=EC03CF74A77F66AF54F6126DEA19C6505D49E288
False,2026-07-16,50,New Business Account Executive - EZRA,,,200503,New York (Hybrid),55,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5788685822?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=752C55DB015CA486540AAFF3F800A594A1D5D91A
False,2026-07-16,50,"Director, Client Success",,,200000,New York,55,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/details/5767747326?utm_medium=api&utm_source=946f5d01
False,2026-07-16,50,"Sr. Account Executive, Hardlines",,,181648,Manhattan,55,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5768842647?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=4E6A1D0A5D82432648CA656A5F9EBB56494E29D0
False,2026-07-16,50,Enterprise Account Executive (Remote),,,170610,Remote,0,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5737116660?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=887E61C4B024DA7BC04100F4106648A64A69C411
False,2026-07-16,50,ACCOUNT EXECUTIVE 4,,,138940,Trenton,45,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5695187540?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=07BD5CD4E4F830DCF32741A79EBB9E1C89C374C9
False,2026-07-16,50,"Federal Account Executive, FSI",,,135436,Trenton,45,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5797566673?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=9D52A282D5C0A548D67EB2BE43BE92037AE1811D
False,2026-07-16,50,Account Executive - Midmarket VAST,,,134799,Trenton,45,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5797567810?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=C4657293BAEA9BBE8DC981ED012A790C5630660A
False,2026-07-16,50,"Citi Commerce, Account Executive",,,133794,Manhattan,55,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5751414561?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=1D776A97A630047DF95C48F563E26B0FE229293A
False,2026-07-16,50,Mid Market Account Executive (Carolinas),,,130522,Trenton,45,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5757955460?se=KCRkYYSK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=A2DFFD87D96D25C0968D48A2CEAF191AC794C0AA
False,2026-07-16,50,FIELD SALES SPECIALIST - 1731,,Yosef@bhirednyc.com,,Brooklyn,85,5+ yrs sales/client-facing experience,yes,bhired,https://recruiterflow.com/Bhired/jobs/1731?widget=1
False,2026-07-16,50,FIELD SALES SPECIALIST - 1384,,Yosef@bhirednyc.com,,Brooklyn,85,5+ yrs sales/client-facing experience,yes,bhired,https://recruiterflow.com/Bhired/jobs/1384?widget=1
False,2026-07-16,50,SALES REP - 967,,Koppel@bhirednyc.com,,Brooklyn,85,5+ yrs sales/client-facing experience,yes,bhired,https://recruiterflow.com/Bhired/jobs/967?widget=1
False,2026-07-16,50,Kitchen Salesman,,,,Brooklyn,85,5+ yrs sales/client-facing experience,yes,staffconnect,https://staffconnectny.catsone.com/careers/98575-General/jobs/15589493-Kitchen-Salesman/
False,2026-07-16,50,Account Manager,,,,Brooklyn,85,5+ yrs sales/client-facing experience,yes,staffconnect,https://staffconnectny.catsone.com/careers/98575-General/jobs/15177421-Account-Manager/
False,2026-07-16,50,Salesman,,,,Brooklyn,85,5+ yrs sales/client-facing experience,yes,staffconnect,https://staffconnectny.catsone.com/careers/98575-General/jobs/15079621-Salesman/
False,2026-07-16,50,"Account Executive, Enterprise",,,,Remote,0,⚠ logistics/freight industry experience expected. tech affinity + AI/automation projects; outbound prospecting (Mercedes-Benz); pipeline building experience,yes,themuse,https://www.themuse.com/jobs/flexport/account-executive-enterprise-0e9af1
False,2026-07-16,46,"Business Development Manager, Merchant Technology",,,193750,Manhattan,55,tech affinity + AI/automation projects,yes,adzuna,https://www.adzuna.com/land/ad/5814847648?se=UiIbX4SK8RGNr6g7o2xFLA&utm_medium=api&utm_source=946f5d01&v=58336AD20A31B216D9183C30111456417C9D2F9E
False,2026-07-16,46,Area Sales Manager - Distribution Sales (Central US),,,185094,Manhattan,55,tech affinity + AI/automation projects,yes,adzuna,https://www.adzuna.com/land/ad/5770053841?se=nqGJXISK8RG91ZfTIU8Pqw&utm_medium=api&utm_source=946f5d01&v=58BA01BD67EB67360162FD7BF42C0D7D5E47158C
False,2026-07-16,46,Client Success Manager,,,135000,New York,55,tech affinity + AI/automation projects,yes,adzuna,https://www.adzuna.com/details/5704974424?utm_medium=api&utm_source=946f5d01
False,2026-07-16,46,Sales Manager,,,,Brooklyn,85,retail sales background,yes,staffconnect,https://staffconnectny.catsone.com/careers/98575-General/jobs/16363781-Sales-Manager/
False,2026-07-16,43,"Starlink Growth Lead, Midwest",,,,Remote,0,telecom/IT background (Star Communications); tech affinity + AI/automation projects; consumer-facing sales background,yes,themuse,https://www.themuse.com/jobs/spacex/starlink-growth-lead-midwest
False,2026-07-16,40,"Market Sales Manager, Ann Sacks",,,185011,Nyc,55,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5707871622?se=nqGJXISK8RG91ZfTIU8Pqw&utm_medium=api&utm_source=946f5d01&v=DCD73A676925DC2BA75C84BAF198CE5CE68B7C5E
False,2026-07-16,40,SALES MANAGER - 1941,,Chaya@bhirednyc.com,175000,Unknown,,5+ yrs sales/client-facing experience,yes,bhired,https://recruiterflow.com/Bhired/jobs/1941?widget=1
False,2026-07-16,40,"Channel Sales Manager, Salesforce - FSI",,,174782,Manhattan,55,5+ yrs sales/client-facing experience,yes,adzuna,https://www.adzuna.com/land/ad/5760803895?se=nqGJXISK8RG91ZfTIU8Pqw&utm_medium=api&utm_source=946f5d01&v=6A4CE00D688CA618BEAAF71456AACA5DAC61FE92
